"activity_id","deal_id","is_completed","user_id","activity_type","activity_name","user_name","user_email","modified_ts","due_date"
306755,871953,1,891,meeting,Sales Call 1,Jodi Williams,jaredmorris@example.org,2024-08-22 18:36:56.676,2024-03-12 00:57:57.000
307102,562591,1,219,after_close_call,After Close Call,Rachel Torres,danielle86@example.com,2024-07-20 11:28:27.999,2024-03-15 07:16:49.000
307254,944232,1,1109,sc_2,Sales Call 2,Brandy Campos,david13@example.org,2024-10-23 13:14:01.588,2024-08-08 19:14:01.000
307440,531104,1,1239,sc_2,Sales Call 2,Jose Brown,rhondamartinez@example.org,2024-01-17 06:11:00.164,2024-05-04 04:20:25.000
308640,340051,1,1218,after_close_call,After Close Call,Sarah Flores,lindaayers@example.com,2024-08-11 21:32:42.700,2024-01-06 20:32:43.000
308846,720444,1,361,sc_2,Sales Call 2,Dustin Nguyen,jaguilar@example.com,2024-06-20 07:06:53.266,2024-07-08 17:40:17.000
309615,557234,1,982,sc_2,Sales Call 2,Ashley Brooks,joannamendez@example.org,2024-03-17 16:25:20.379,2024-08-03 11:39:11.000
310339,818248,1,813,after_close_call,After Close Call,Anthony Anderson,annaboone@example.org,2024-05-22 06:09:49.222,2024-07-12 04:57:49.000
310643,576255,1,648,sc_2,Sales Call 2,Whitney Rogers,patriciamorton@example.net,2024-01-08 07:08:31.716,2024-04-10 22:14:11.000
311573,905057,1,422,meeting,Sales Call 1,Jason Cruz,kristinemoore@example.org,2024-06-05 01:47:22.546,2024-05-28 06:48:11.000
312407,793296,1,1434,sc_2,Sales Call 2,James Jones,gmartinez@example.com,2024-04-24 03:27:41.729,2024-08-24 23:47:30.000
312976,433354,1,862,meeting,Sales Call 1,Justin Ball,stephanie00@example.net,2024-02-09 13:25:15.758,2024-03-17 13:57:59.000
313744,913255,1,1444,after_close_call,After Close Call,Christopher Hines,mark67@example.net,2024-03-04 01:13:12.655,2024-04-08 01:48:05.000
313853,894971,1,1217,sc_2,Sales Call 2,David Winters,sotojohn@example.org,2024-04-21 23:34:49.606,2024-03-15 11:12:59.000
315946,710108,1,1413,after_close_call,After Close Call,Brianna Adams,kelly14@example.net,2024-07-30 04:44:01.467,2024-06-14 21:30:58.000
315952,175376,1,1341,after_close_call,After Close Call,Mr. Andrew Hicks,kristen70@example.net,2024-05-18 08:32:45.474,2024-02-11 07:19:41.000
316581,111089,1,1065,sc_2,Sales Call 2,Marie Nguyen,ugrimes@example.org,2024-06-24 04:04:39.869,2024-06-23 02:51:10.000
317345,121741,1,1675,sc_2,Sales Call 2,Elizabeth Russell,aramsey@example.net,2024-07-25 09:43:42.433,2024-04-28 16:23:10.000
317544,937647,1,1539,sc_2,Sales Call 2,Carrie Rodriguez,rparker@example.com,2024-06-26 01:47:07.953,2024-07-06 17:09:39.000
318006,358173,1,1692,after_close_call,After Close Call,Robert Thompson,xhall@example.org,2024-08-26 19:32:04.978,2024-01-29 19:17:50.000
318549,239321,1,1200,meeting,Sales Call 1,Daniel Clark,ybrooks@example.net,2024-06-04 22:10:30.700,2024-05-08 00:02:36.000
318567,670675,1,777,after_close_call,After Close Call,Anthony Robinson,carrashley@example.net,2024-02-27 16:13:52.544,2024-02-02 01:40:10.000
318947,348444,1,533,after_close_call,After Close Call,Grace Bailey,thomas41@example.org,2024-02-17 13:06:30.426,2024-08-31 13:53:15.000
319230,336329,1,1752,meeting,Sales Call 1,Michael Adams,ibarrachristopher@example.net,2024-03-09 13:33:50.847,2024-02-21 17:29:34.000
319852,458287,1,299,meeting,Sales Call 1,Stephanie Grant,tsmith@example.org,2024-06-12 22:10:51.175,2024-09-12 12:38:35.000
319941,366700,1,57,after_close_call,After Close Call,Steve Berry,randy26@example.org,2024-09-03 15:04:57.504,2024-09-01 09:29:15.000
320879,362009,1,11,meeting,Sales Call 1,Laura Smith,kjohnson@example.net,2024-01-23 03:40:49.132,2024-05-02 14:54:40.000
321073,545424,1,942,after_close_call,After Close Call,Natalie Acosta,gardnertyler@example.org,2024-08-15 18:24:57.978,2024-03-24 11:58:45.000
321156,440281,1,249,after_close_call,After Close Call,Kelly Freeman,gadams@example.org,2024-03-02 20:22:48.249,2024-08-14 16:27:44.000
321254,499149,1,1665,after_close_call,After Close Call,Desiree Clarke,simmonskathy@example.com,2024-06-12 00:08:19.787,2024-01-26 11:11:52.000
322813,807335,1,96,meeting,Sales Call 1,Meredith Moore,judymeza@example.org,2024-01-25 13:11:26.909,2024-08-10 04:46:38.000
323037,892081,1,282,meeting,Sales Call 1,Jennifer Wilkerson,wrightlucas@example.org,2024-07-30 10:20:39.208,2024-06-12 01:39:59.000
323748,637397,1,1185,sc_2,Sales Call 2,Dana Merritt,huffrobert@example.net,2024-04-16 21:22:58.377,2024-04-03 13:04:05.000
324122,688886,1,791,meeting,Sales Call 1,Lindsey Cook,scott74@example.org,2024-08-04 19:29:53.865,2024-07-03 02:58:50.000
324542,719750,1,1442,sc_2,Sales Call 2,Alejandra Blankenship DVM,millerrichard@example.org,2024-04-24 13:20:16.809,2024-07-15 05:00:42.000
325285,328211,1,1773,after_close_call,After Close Call,Brian Watson,andreawoods@example.com,2024-06-19 21:53:23.861,2024-08-23 06:48:57.000
326257,751428,1,398,after_close_call,After Close Call,Nicole Fowler,qglass@example.org,2024-09-06 10:00:43.754,2024-03-27 04:02:24.000
326511,306623,1,1626,after_close_call,After Close Call,Melissa Bell,hayden28@example.com,2024-07-22 17:11:51.790,2024-01-18 12:03:26.000
326644,735773,1,1757,after_close_call,After Close Call,William Brown,leonard95@example.org,2024-05-13 00:48:35.864,2024-08-08 02:59:54.000
326825,886992,1,166,sc_2,Sales Call 2,Rachel Lang,levibaker@example.com,2024-09-08 02:35:23.069,2024-06-20 02:54:12.000
326854,297487,1,1210,after_close_call,After Close Call,Brandon Garcia,ryan61@example.net,2024-06-30 08:06:49.516,2024-08-20 15:02:47.000
327292,662382,1,1283,sc_2,Sales Call 2,Brooke Kerr,brittneylong@example.com,2024-10-09 20:00:10.921,2024-05-08 04:34:07.000
327413,790735,1,268,after_close_call,After Close Call,Joshua Mclean,samuelmckee@example.org,2024-09-02 16:18:13.158,2024-09-07 23:47:17.000
327654,873510,1,14,meeting,Sales Call 1,Mary Graham,deborahbean@example.com,2024-05-17 17:20:48.536,2024-01-03 20:23:34.000
327912,354136,1,1466,sc_2,Sales Call 2,Tiffany Clark,amandastout@example.org,2024-09-06 05:30:54.370,2024-01-14 12:54:48.000
328832,736373,1,78,after_close_call,After Close Call,Glenn Rhodes,marshgary@example.org,2024-06-28 19:18:12.400,2024-05-14 12:48:37.000
331417,448211,1,400,meeting,Sales Call 1,Amanda Coleman,sharonperry@example.com,2024-02-13 17:39:36.274,2024-06-19 04:37:46.000
332746,263752,1,227,sc_2,Sales Call 2,Samuel Potter,wbush@example.net,2024-08-10 01:55:45.175,2024-08-30 03:52:35.000
333000,574534,1,256,meeting,Sales Call 1,Autumn Hanson,tyler34@example.org,2024-09-10 17:50:41.709,2024-06-25 14:57:28.000
333261,216562,1,79,sc_2,Sales Call 2,Kathryn Mclean,hornkyle@example.org,2024-09-12 04:34:43.279,2024-01-16 23:06:58.000
333374,307880,1,953,after_close_call,After Close Call,Susan Rosales,vlewis@example.net,2024-05-05 02:39:57.258,2024-05-10 05:18:55.000
334119,407866,1,1168,after_close_call,After Close Call,Selena Mcgrath,suttonjacob@example.com,2024-07-28 05:48:11.413,2024-09-08 08:52:34.000
334160,857692,1,545,sc_2,Sales Call 2,Patrick Lin,vperez@example.com,2024-10-11 03:59:52.821,2024-08-17 03:41:54.000
336173,635368,1,1471,meeting,Sales Call 1,Adam Diaz,jennifer25@example.com,2024-01-25 10:00:58.964,2024-07-14 17:35:18.000
337327,274034,1,142,after_close_call,After Close Call,Andrew Sanders,gthomas@example.org,2024-04-11 10:38:09.526,2024-02-10 12:56:12.000
337447,428232,1,1129,after_close_call,After Close Call,Michelle Donaldson,baueralison@example.org,2024-05-13 10:18:38.042,2024-05-20 08:00:01.000
337590,376953,1,320,after_close_call,After Close Call,Sheila Smith,shannonweber@example.org,2024-05-21 16:40:58.521,2024-06-19 10:53:00.000
338779,950396,1,979,after_close_call,After Close Call,Edward Saunders,jacksonstephen@example.com,2024-04-13 06:48:04.803,2024-03-17 17:49:10.000
340065,102114,1,242,sc_2,Sales Call 2,Daniel Ellis,austinweeks@example.org,2024-05-05 22:00:42.386,2024-06-25 21:19:26.000
340527,566334,1,397,meeting,Sales Call 1,Matthew Newman,hamiltonjonathan@example.org,2024-02-19 11:48:21.358,2024-03-24 06:45:37.000
340732,255927,1,103,after_close_call,After Close Call,Jasmine Torres,hvargas@example.net,2024-07-29 16:01:25.268,2024-04-20 00:35:21.000
341978,813230,1,1189,meeting,Sales Call 1,Courtney Watts,phamilton@example.com,2024-06-28 23:03:21.074,2024-08-20 00:06:09.000
342281,452661,1,1257,sc_2,Sales Call 2,Scott Stevens,alyssa34@example.net,2024-09-24 20:36:50.437,2024-07-19 09:38:28.000
342740,383070,1,132,meeting,Sales Call 1,Victoria Bishop,heather77@example.com,2024-01-10 18:09:06.333,2024-06-18 08:23:54.000
342845,333218,1,1563,sc_2,Sales Call 2,Craig Cole,christopher54@example.net,2024-05-02 23:00:03.375,2024-03-30 00:49:09.000
342902,945521,1,409,meeting,Sales Call 1,Mr. Paul Burns,kimberlymaldonado@example.com,2024-01-18 04:15:22.139,2024-07-04 06:35:26.000
343299,744816,1,288,after_close_call,After Close Call,Katie Compton,fmontes@example.net,2024-05-24 14:33:04.348,2024-09-04 09:27:39.000
343400,562294,1,611,after_close_call,After Close Call,Jacob Avila,angela69@example.com,2024-03-24 05:02:01.645,2024-03-21 01:08:56.000
344161,400065,1,272,after_close_call,After Close Call,Michael Smith,crystalhancock@example.org,2024-07-09 07:37:17.819,2024-01-30 00:45:58.000
345018,571625,1,378,sc_2,Sales Call 2,Debra Thompson,kevinmendoza@example.org,2024-10-14 00:24:25.120,2024-07-08 01:11:04.000
345396,559637,1,519,after_close_call,After Close Call,Mr. Jermaine Oconnor,jessicajohnson@example.org,2024-07-25 07:35:51.405,2024-04-22 19:01:02.000
345599,647569,1,1672,meeting,Sales Call 1,Leslie Potter,ohernandez@example.com,2024-05-03 17:32:52.867,2024-02-12 18:24:05.000
346064,475244,1,1366,after_close_call,After Close Call,Janice Stein,csoto@example.com,2024-06-15 14:43:57.180,2024-08-01 05:56:04.000
346234,682223,1,354,sc_2,Sales Call 2,Alexis Peterson,wintersjuan@example.com,2024-04-12 11:23:28.830,2024-02-11 05:53:33.000
346236,377263,1,1196,after_close_call,After Close Call,Phillip Johnson,qsullivan@example.net,2024-03-02 14:08:08.789,2024-01-30 12:12:12.000
346419,239157,1,378,after_close_call,After Close Call,Debra Thompson,kevinmendoza@example.org,2024-10-14 00:24:25.120,2024-04-26 19:49:16.000
348368,285930,1,52,after_close_call,After Close Call,Anthony Hernandez,brittany46@example.org,2024-02-10 20:10:23.760,2024-08-22 03:52:41.000
348597,651550,1,1589,meeting,Sales Call 1,Amanda Allen,kelly08@example.net,2024-01-17 04:44:03.389,2024-08-22 13:18:52.000
348632,769181,1,279,meeting,Sales Call 1,Katie Chan,steven28@example.org,2024-05-11 03:33:15.574,2024-05-18 17:35:53.000
349355,366374,1,786,sc_2,Sales Call 2,Adriana Bowers,montessamantha@example.net,2024-01-10 23:12:09.286,2024-06-10 10:50:04.000
350096,624398,1,1136,sc_2,Sales Call 2,Colin Bishop Jr.,bobbystevens@example.com,2024-06-09 09:48:33.454,2024-06-26 07:58:02.000
351571,845572,1,189,sc_2,Sales Call 2,Linda Williams,fowlerjohn@example.net,2024-08-24 09:21:52.392,2024-04-21 19:09:07.000
352243,370150,1,177,sc_2,Sales Call 2,Deborah Flores,traceycarson@example.org,2024-04-13 18:14:44.360,2024-05-06 23:58:12.000
352649,132619,1,723,sc_2,Sales Call 2,Molly Ferguson,cwebb@example.org,2024-01-20 23:01:44.559,2024-07-31 01:04:31.000
353019,215660,1,562,meeting,Sales Call 1,Amber Holmes,kdickerson@example.org,2024-08-28 07:18:49.520,2024-01-02 23:06:29.000
353356,335088,1,1267,meeting,Sales Call 1,Susan Davila,anthonyhamilton@example.org,2024-05-22 15:07:23.025,2024-08-02 01:39:24.000
353592,530561,1,1064,sc_2,Sales Call 2,Edward Marshall,johnmiller@example.com,2024-06-27 11:29:59.424,2024-07-17 18:37:13.000
354023,612700,1,1356,meeting,Sales Call 1,Tina Perkins,castanedatamara@example.net,2024-07-10 09:51:54.251,2024-04-14 17:22:02.000
354189,861022,1,1309,sc_2,Sales Call 2,Scott Thornton,richardfrederick@example.com,2024-01-06 08:13:08.696,2024-05-08 13:06:07.000
354797,611988,1,1331,sc_2,Sales Call 2,Dennis Gilbert,andreamoore@example.org,2024-04-01 06:22:36.426,2024-09-11 10:29:37.000
354842,526326,1,1236,sc_2,Sales Call 2,Angela Gonzales,priley@example.com,2024-02-23 00:57:36.523,2024-02-02 13:12:21.000
356051,699482,1,398,sc_2,Sales Call 2,Nicole Fowler,qglass@example.org,2024-09-06 10:00:43.754,2024-04-11 13:55:00.000
356261,948579,1,1395,after_close_call,After Close Call,Virginia Miller,ashleyjohnson@example.com,2024-03-29 11:11:09.979,2024-03-20 21:54:02.000
356986,468204,1,41,meeting,Sales Call 1,Garrett Daniels,rvaughn@example.com,2024-04-25 03:11:28.092,2024-04-13 17:44:52.000
357675,958602,1,692,sc_2,Sales Call 2,Robert Miller Jr.,amymahoney@example.net,2024-03-30 00:17:17.882,2024-08-11 22:58:06.000
358077,248216,1,1076,sc_2,Sales Call 2,Amber Daniels,hilljames@example.com,2024-08-18 14:59:11.601,2024-03-18 02:53:48.000
358238,255428,1,278,after_close_call,After Close Call,Nicolas Lopez,jessica25@example.org,2024-01-24 19:42:37.414,2024-06-20 04:15:03.000
358664,757209,1,523,sc_2,Sales Call 2,Matthew Johnson,cynthiarussell@example.org,2024-06-08 14:22:40.328,2024-05-04 17:19:46.000
358700,115742,1,392,sc_2,Sales Call 2,Daniel Smith,vlyons@example.com,2024-07-14 22:29:52.636,2024-08-16 23:27:06.000
359058,929784,1,961,meeting,Sales Call 1,Ethan Berger,gmartin@example.com,2024-08-22 05:09:54.624,2024-07-13 17:45:58.000
359464,561173,1,1431,meeting,Sales Call 1,Gerald Thomas,justinfernandez@example.net,2024-06-17 11:05:56.234,2024-02-17 15:43:18.000
359781,587848,1,990,meeting,Sales Call 1,Sonya Stone,kimberly48@example.com,2024-02-17 21:47:03.734,2024-06-26 08:51:21.000
361799,957116,1,65,after_close_call,After Close Call,Kendra Diaz,williamfrench@example.org,2024-09-13 16:47:26.439,2024-07-29 19:43:22.000
362084,114223,1,750,sc_2,Sales Call 2,Sean Haas,dennischristina@example.org,2024-10-08 03:01:40.944,2024-03-11 01:15:16.000
363729,796417,1,814,after_close_call,After Close Call,Erin Tucker,april88@example.com,2024-01-16 06:49:59.218,2024-03-19 06:38:24.000
363782,727406,1,1007,meeting,Sales Call 1,Gabrielle Jones,williamsjames@example.org,2024-06-16 19:04:18.057,2024-08-08 09:09:18.000
363949,445983,1,1388,meeting,Sales Call 1,Andrea Johnson,watkinsjill@example.net,2024-10-17 18:49:44.169,2024-02-12 09:07:39.000
363976,927943,1,1623,sc_2,Sales Call 2,Richard Nguyen,dgonzalez@example.org,2024-04-30 13:36:35.421,2024-06-19 10:51:22.000
365207,455795,1,755,sc_2,Sales Call 2,David Richards,stephengreen@example.net,2024-05-20 14:59:56.072,2024-08-30 19:06:40.000
365972,491963,1,840,after_close_call,After Close Call,April Ferrell,fletcherderek@example.org,2024-06-02 12:35:13.409,2024-06-03 03:09:54.000
367420,961423,1,1156,meeting,Sales Call 1,Kathy Davis,stevenavila@example.com,2024-03-13 22:39:28.290,2024-07-12 03:01:20.000
367773,148616,1,652,sc_2,Sales Call 2,Amanda Kelly,cassandraconley@example.com,2024-09-02 03:37:34.438,2024-02-25 06:47:02.000
367819,122745,1,138,after_close_call,After Close Call,Gary Mccann,andrew68@example.org,2024-04-19 02:15:17.333,2024-05-30 13:59:57.000
368660,148178,1,1363,meeting,Sales Call 1,Jaime Richard,thomasrichard@example.org,2024-09-30 04:01:42.403,2024-05-03 12:28:25.000
369172,973864,1,1248,after_close_call,After Close Call,Karl Hancock,jennifer35@example.org,2024-01-18 06:53:04.482,2024-06-28 17:06:21.000
369490,254602,1,696,after_close_call,After Close Call,Gerald Fields,wjohnson@example.org,2024-10-24 19:11:01.083,2024-01-12 15:27:29.000
369532,582137,1,100,after_close_call,After Close Call,Sylvia Burns,justin71@example.org,2024-05-22 09:51:31.747,2024-06-27 15:38:39.000
369763,718440,1,1505,after_close_call,After Close Call,Beverly Marquez,ffox@example.net,2024-04-24 16:31:14.142,2024-02-26 06:52:11.000
370120,198038,1,714,meeting,Sales Call 1,Jenny Carpenter,nmartin@example.org,2024-08-03 12:22:44.496,2024-02-23 00:59:20.000
370315,286056,1,1704,sc_2,Sales Call 2,David Sanders,michelle10@example.net,2024-06-22 19:19:25.630,2024-07-20 13:27:00.000
370884,598706,1,1642,after_close_call,After Close Call,Angela Grant,alyssadaugherty@example.com,2024-04-28 08:41:42.818,2024-01-10 04:24:39.000
371566,415619,1,1544,after_close_call,After Close Call,Sean Sanchez,colethompson@example.org,2024-05-30 13:28:37.625,2024-01-15 20:13:00.000
372437,948259,1,1322,meeting,Sales Call 1,Alan Gallagher,pmartinez@example.com,2024-06-18 07:35:56.880,2024-08-31 19:29:24.000
373787,412072,1,206,after_close_call,After Close Call,Elaine Cook,shelia06@example.org,2024-04-24 14:36:50.790,2024-09-08 09:07:34.000
373905,317897,1,1277,after_close_call,After Close Call,Danielle Lewis,emckee@example.net,2024-05-01 07:37:58.656,2024-04-30 20:37:31.000
374954,329974,1,170,after_close_call,After Close Call,Victoria Gray,schroedermatthew@example.net,2024-03-14 02:43:03.918,2024-01-29 17:37:10.000
375052,124973,1,1665,after_close_call,After Close Call,Desiree Clarke,simmonskathy@example.com,2024-06-12 00:08:19.787,2024-07-15 09:09:08.000
375356,417058,1,1782,sc_2,Sales Call 2,Gerald Morgan,bryan13@example.net,2024-10-07 13:23:41.006,2024-06-24 00:22:20.000
375374,709031,1,1617,after_close_call,After Close Call,Kelly Armstrong,ricecole@example.com,2024-02-05 09:02:14.055,2024-07-10 14:04:35.000
375711,598295,1,1079,meeting,Sales Call 1,James Cervantes,sarahstewart@example.net,2024-04-04 18:20:52.821,2024-09-02 00:57:53.000
376378,122225,1,1744,meeting,Sales Call 1,Michelle Myers,nathanday@example.net,2024-02-20 15:14:55.311,2024-06-20 06:00:07.000
377142,719366,1,1408,meeting,Sales Call 1,Catherine Perez,miasmith@example.com,2024-03-29 20:36:39.824,2024-09-11 14:34:53.000
377255,775838,1,1243,meeting,Sales Call 1,Vanessa Dennis,elozano@example.org,2024-02-01 15:44:57.434,2024-06-15 08:49:31.000
378486,511683,1,775,meeting,Sales Call 1,Brittany Spears,glennbooth@example.com,2024-06-01 08:42:20.198,2024-06-25 23:12:52.000
378704,501830,1,580,sc_2,Sales Call 2,Alexandria Farmer,holtjoseph@example.org,2024-05-19 04:51:15.490,2024-09-01 00:55:45.000
378785,636346,1,44,after_close_call,After Close Call,Paula Miller,christianmendoza@example.com,2024-09-11 04:49:16.313,2024-04-16 14:07:01.000
379493,966886,1,1113,sc_2,Sales Call 2,Paige Fischer,murraychristopher@example.com,2024-04-15 15:50:17.906,2024-04-18 01:26:11.000
379598,611212,1,274,meeting,Sales Call 1,Andrew Price,jeremybrown@example.com,2024-10-20 17:44:25.513,2024-06-15 23:02:46.000
380521,645548,1,812,after_close_call,After Close Call,Robin Willis,josephtorres@example.org,2024-01-09 15:30:12.294,2024-07-06 08:58:13.000
380793,969685,1,969,meeting,Sales Call 1,Luis Wilson,richard50@example.com,2024-09-23 02:48:29.785,2024-02-08 05:54:56.000
380869,853012,1,1412,meeting,Sales Call 1,Terri Chapman,plogan@example.net,2024-08-14 23:58:30.342,2024-03-20 13:32:22.000
380953,430338,1,789,sc_2,Sales Call 2,Mark Woodard,zhill@example.org,2024-04-26 01:03:27.546,2024-06-30 03:09:31.000
381910,558019,1,1406,after_close_call,After Close Call,Alice Campbell,patrickbowers@example.com,2024-05-30 01:25:12.052,2024-06-13 12:19:12.000
382001,348490,1,439,sc_2,Sales Call 2,Daniel Valenzuela,fbrown@example.com,2024-03-16 04:56:44.295,2024-02-20 07:19:11.000
382453,335847,1,220,sc_2,Sales Call 2,Mr. Perry Peterson,benjaminramos@example.net,2024-05-11 08:07:05.221,2024-01-14 06:16:00.000
382551,485379,1,1120,after_close_call,After Close Call,Keith Jones,millerchristopher@example.org,2024-03-06 13:05:35.416,2024-06-19 16:31:50.000
383205,286914,1,720,meeting,Sales Call 1,Jessica Conley,jason27@example.org,2024-02-11 06:28:58.480,2024-08-02 06:49:53.000
384304,793364,1,419,sc_2,Sales Call 2,Michael Moore,kennethfarmer@example.org,2024-02-08 14:44:14.854,2024-04-02 14:44:45.000
384993,873252,1,995,after_close_call,After Close Call,Bruce Cisneros,aaron32@example.com,2024-04-30 03:12:42.670,2024-08-26 04:04:13.000
385274,721809,1,834,sc_2,Sales Call 2,Kathy Smith,galvandennis@example.org,2024-03-29 21:40:45.754,2024-06-14 16:37:15.000
385392,253149,1,1405,after_close_call,After Close Call,Gary Adkins,greg02@example.net,2024-01-10 17:12:50.757,2024-06-03 02:02:59.000
386279,822209,1,578,sc_2,Sales Call 2,Cynthia Payne,ramseyelizabeth@example.org,2024-10-22 19:08:01.419,2024-05-08 08:26:54.000
386931,424242,1,1754,sc_2,Sales Call 2,Carl Williams,bknight@example.org,2024-02-29 07:57:44.298,2024-02-12 02:30:39.000
387554,569868,1,1225,sc_2,Sales Call 2,Sean Malone,ricardo96@example.net,2024-03-06 02:17:01.050,2024-03-09 12:03:45.000
388702,827216,1,515,after_close_call,After Close Call,Daniel Lin,tphillips@example.org,2024-02-23 11:39:50.002,2024-08-13 04:01:03.000
388999,978541,1,223,sc_2,Sales Call 2,Tristan Bowman,gina44@example.net,2024-10-03 03:40:45.974,2024-07-22 21:39:24.000
389440,162589,1,278,sc_2,Sales Call 2,Nicolas Lopez,jessica25@example.org,2024-01-24 19:42:37.414,2024-06-08 03:12:31.000
389631,772043,1,1624,sc_2,Sales Call 2,Amanda Henry,mooreroger@example.net,2024-09-12 13:26:45.717,2024-01-29 18:59:04.000
390504,773789,1,797,meeting,Sales Call 1,Susan Anderson,dcummings@example.com,2024-07-31 14:19:23.687,2024-04-15 15:41:13.000
390697,931124,1,1230,after_close_call,After Close Call,Diana Nichols,rebecca85@example.org,2024-02-26 16:16:06.863,2024-06-22 08:00:07.000
390792,715694,1,1212,meeting,Sales Call 1,John Schmidt,katrina35@example.org,2024-05-12 09:03:36.070,2024-07-11 23:35:55.000
391165,441363,1,405,sc_2,Sales Call 2,Miguel Macias,roger60@example.com,2024-09-14 17:43:39.505,2024-06-08 05:50:29.000
392383,457123,1,1396,sc_2,Sales Call 2,Keith Coleman,rachel33@example.net,2024-05-08 07:54:33.921,2024-07-09 19:12:00.000
392541,737822,1,1118,after_close_call,After Close Call,Ryan Pacheco,johnweiss@example.org,2024-08-23 19:13:19.504,2024-03-09 11:06:38.000
393022,684902,1,537,meeting,Sales Call 1,Kimberly Golden,markruiz@example.org,2024-09-28 17:10:25.244,2024-02-14 05:25:57.000
393208,507195,1,763,meeting,Sales Call 1,Sara Avery,lancebutler@example.com,2024-08-21 01:11:58.654,2024-04-25 16:38:35.000
393320,470404,1,1192,after_close_call,After Close Call,Ryan Mitchell,nmason@example.com,2024-05-15 16:41:47.354,2024-04-05 09:43:13.000
393890,841837,1,424,meeting,Sales Call 1,Jessica Flowers,donna04@example.com,2024-05-31 01:40:47.695,2024-06-05 13:10:50.000
394864,553861,1,1042,after_close_call,After Close Call,Jeremy Robinson,daniel73@example.com,2024-08-19 23:34:10.343,2024-02-01 18:03:52.000
395126,649491,1,785,meeting,Sales Call 1,Matthew Smith,cameronbailey@example.com,2024-10-20 23:08:08.812,2024-08-04 05:08:15.000
395218,722480,1,835,after_close_call,After Close Call,Randall Lucas,smiththomas@example.com,2024-03-13 16:01:36.103,2024-06-10 13:35:13.000
395239,356506,1,405,meeting,Sales Call 1,Miguel Macias,roger60@example.com,2024-09-14 17:43:39.505,2024-07-18 10:17:26.000
395354,130220,1,1620,meeting,Sales Call 1,Monica Wilson,eatondalton@example.com,2024-02-16 23:28:47.263,2024-01-12 21:11:03.000
395386,431803,1,348,after_close_call,After Close Call,Ashley Simmons,zpatrick@example.com,2024-05-02 17:47:01.771,2024-05-09 04:01:26.000
395676,886985,1,21,sc_2,Sales Call 2,Michaela Mueller,lindataylor@example.net,2024-09-13 15:44:09.360,2024-07-22 07:24:45.000
396067,955152,1,1014,sc_2,Sales Call 2,John Smith,dianebrown@example.com,2024-09-11 10:35:18.127,2024-01-23 23:44:10.000
396553,697209,1,204,after_close_call,After Close Call,Mark Graham,james25@example.org,2024-05-21 23:55:02.745,2024-03-01 18:27:52.000
396669,129932,1,1344,meeting,Sales Call 1,Amanda Roberts,chloe15@example.net,2024-09-11 04:52:44.724,2024-03-03 15:05:17.000
397686,491757,1,241,sc_2,Sales Call 2,Kenneth Cameron,david50@example.org,2024-04-27 03:36:24.493,2024-08-06 10:18:02.000
398210,625590,1,1166,sc_2,Sales Call 2,Jennifer Wood,copelandjennifer@example.net,2024-07-27 16:50:54.284,2024-02-04 12:57:02.000
398254,265162,1,499,after_close_call,After Close Call,Kristi Griffith,nweaver@example.org,2024-06-28 03:10:35.887,2024-03-31 05:36:32.000
398456,900571,1,1479,meeting,Sales Call 1,Darlene Gonzalez,danielle92@example.org,2024-04-15 23:44:34.650,2024-05-16 23:31:42.000
398731,149095,1,1388,meeting,Sales Call 1,Andrea Johnson,watkinsjill@example.net,2024-10-17 18:49:44.169,2024-04-01 13:29:52.000
400390,661376,1,1065,sc_2,Sales Call 2,Marie Nguyen,ugrimes@example.org,2024-06-24 04:04:39.869,2024-05-03 17:55:34.000
400450,966647,1,1669,meeting,Sales Call 1,Paul Ford,kayla67@example.com,2024-01-31 21:55:26.287,2024-05-13 11:14:23.000
402166,414517,1,319,sc_2,Sales Call 2,Judy Rivera,christinashannon@example.com,2024-06-16 09:52:46.812,2024-02-05 16:47:17.000
402314,280557,1,1522,sc_2,Sales Call 2,Jesse Flores,chad42@example.net,2024-02-19 10:56:55.802,2024-06-02 00:16:13.000
402562,585015,1,116,meeting,Sales Call 1,Joshua Morris,awebb@example.com,2024-05-12 07:34:10.629,2024-01-21 05:31:12.000
402791,538070,1,199,sc_2,Sales Call 2,Julie Nelson,victoria43@example.com,2024-02-14 12:55:10.722,2024-05-18 02:43:11.000
403186,299473,1,33,after_close_call,After Close Call,Gabrielle Martin,josephalvarado@example.com,2024-02-29 14:17:00.916,2024-07-15 22:46:03.000
404363,188358,1,22,meeting,Sales Call 1,Pam Santos,leslieyates@example.net,2024-01-09 16:33:05.929,2024-01-12 03:32:01.000
404603,901205,1,1431,meeting,Sales Call 1,Gerald Thomas,justinfernandez@example.net,2024-06-17 11:05:56.234,2024-06-29 00:30:35.000
405751,683945,1,1232,after_close_call,After Close Call,Joshua Ferguson,jlong@example.com,2024-03-29 03:35:16.697,2024-02-24 18:30:57.000
405839,733830,1,872,sc_2,Sales Call 2,Michael Rose,david89@example.net,2024-03-01 15:17:03.109,2024-06-06 14:26:59.000
406243,112223,1,151,sc_2,Sales Call 2,Robert Copeland,kvalenzuela@example.com,2024-01-15 21:37:48.454,2024-01-13 21:34:44.000
409693,687906,1,1314,meeting,Sales Call 1,Mr. Dustin Anderson,lucasamanda@example.org,2024-07-04 00:51:09.092,2024-03-02 05:23:59.000
